Fungi,Function,Plant,Module,Connection,RootSample
OTU97_361,Unknown,Quercus_glauca,3,1,262
OTU97_389,Unknown,Quercus_glauca,3,1,262
OTU97_465,EcM,Quercus_glauca,3,1,262
OTU97_47,Unknown,Quercus_glauca,3,1,262
OTU97_513,Unknown,Quercus_glauca,3,1,262
OTU97_529,Unknown,Quercus_glauca,3,1,262
OTU97_579,Unknown,Quercus_glauca,3,1,262
OTU97_581,Unknown,Quercus_glauca,3,1,262
OTU97_603,Unknown,Quercus_glauca,3,1,262
OTU97_635,Unknown,Quercus_glauca,3,1,262
OTU97_683,Unknown,Quercus_glauca,3,1,262
OTU97_701,Unknown,Quercus_glauca,3,1,262
OTU97_703,Unknown,Quercus_glauca,3,1,262
OTU97_721,Unknown,Quercus_glauca,3,1,262
OTU97_723,Unknown,Quercus_glauca,3,1,262
OTU97_735,EcM,Quercus_glauca,3,1,262
OTU97_753,EcM,Quercus_glauca,3,1,262
OTU97_759,Unknown,Quercus_glauca,3,1,262
OTU97_813,Unknown,Quercus_glauca,3,1,262
OTU97_827,Unknown,Quercus_glauca,3,1,262
OTU97_871,Unknown,Quercus_glauca,3,1,262
OTU97_917,Unknown,Quercus_glauca,3,1,262
OTU97_953,Unknown,Quercus_glauca,3,1,262
OTU97_997,Unknown,Quercus_glauca,3,1,262
OTU97_115,Unknown,Quercus_glauca,3,1,262
OTU97_1193,Unknown,Quercus_glauca,3,2,262
OTU97_1205,Unknown,Quercus_glauca,3,1,262
OTU97_1233,Unknown,Quercus_glauca,3,1,262
OTU97_1353,EcM,Quercus_glauca,3,1,262
OTU97_1371,EcM,Quercus_glauca,3,1,262
OTU97_1755,EcM,Quercus_glauca,3,1,262
OTU97_461,Unknown,Quercus_glauca,3,1,262
OTU97_567,Unknown,Quercus_glauca,3,2,262
OTU97_63,Unknown,Quercus_glauca,3,1,262
OTU97_653,EcM,Quercus_glauca,3,1,262
OTU97_833,Unknown,Quercus_glauca,3,1,262
OTU97_927,Unknown,Quercus_glauca,3,2,262
OTU97_961,Unknown,Quercus_glauca,3,1,262
OTU97_1027,EcM,Quercus_glauca,3,1,262
OTU97_1163,Unknown,Quercus_glauca,3,1,262
OTU97_1189,EcM,Quercus_glauca,3,3,262
OTU97_1209,Unknown,Quercus_glauca,3,1,262
OTU97_1251,EcM,Quercus_glauca,3,1,262
OTU97_1257,EcM,Quercus_glauca,3,3,262
OTU97_1313,EcM,Quercus_glauca,3,2,262
OTU97_1375,Unknown,Quercus_glauca,3,1,262
OTU97_1407,EcM,Quercus_glauca,3,1,262
OTU97_1409,EcM,Quercus_glauca,3,3,262
OTU97_1419,EcM,Quercus_glauca,3,1,262
OTU97_1591,EcM,Quercus_glauca,3,1,262
OTU97_1621,Unknown,Quercus_glauca,3,1,262
OTU97_181,Unknown,Quercus_glauca,3,2,262
OTU97_2041,Unknown,Quercus_glauca,3,1,262
OTU97_2359,Unknown,Quercus_glauca,3,2,262
OTU97_591,EcM,Quercus_glauca,3,3,262
OTU97_691,EcM,Quercus_glauca,3,2,262
OTU97_881,Unknown,Quercus_glauca,3,1,262
OTU97_899,Unknown,Quercus_glauca,3,1,262
OTU97_1269,EcM,Quercus_glauca,3,1,262
OTU97_1315,EcM,Quercus_glauca,3,1,262
OTU97_1319,EcM,Quercus_glauca,3,1,262
OTU97_1397,Unknown,Quercus_glauca,3,1,262
OTU97_1413,Unknown,Quercus_glauca,3,1,262
OTU97_271,Unknown,Quercus_glauca,3,1,262
OTU97_493,Unknown,Quercus_glauca,3,2,262
OTU97_561,EcM,Quercus_glauca,3,2,262
OTU97_643,Unknown,Quercus_glauca,3,1,262
OTU97_655,Unknown,Quercus_glauca,3,1,262
OTU97_1287,EcM,Quercus_glauca,3,2,262
OTU97_137,Unknown,Quercus_glauca,3,2,262
OTU97_1429,EcM,Quercus_glauca,3,2,262
OTU97_483,EcM,Quercus_glauca,3,1,262
OTU97_605,Unknown,Quercus_glauca,3,1,262
OTU97_1153,Unknown,Quercus_glauca,3,2,262
OTU97_1231,Unknown,Quercus_glauca,3,3,262
OTU97_2005,Unknown,Quercus_glauca,3,2,262
OTU97_425,EcM,Quercus_glauca,3,5,262
OTU97_71,Unknown,Quercus_glauca,3,1,262
OTU97_1155,EcM,Quercus_glauca,3,5,262
OTU97_1343,EcM,Quercus_glauca,3,2,262
OTU97_1421,Unknown,Quercus_glauca,3,6,262
OTU97_1199,Unknown,Quercus_glauca,3,1,262
OTU97_2071,Unknown,Quercus_glauca,3,6,262
OTU97_1299,Unknown,Quercus_glauca,3,3,262
OTU97_2249,EcM,Quercus_glauca,3,1,262
OTU97_337,Unknown,Quercus_glauca,3,1,262
OTU97_1235,EcM,Quercus_glauca,3,8,262
OTU97_1243,EcM,Quercus_glauca,3,3,262
OTU97_1379,Unknown,Quercus_glauca,3,4,262
OTU97_1211,Unknown,Quercus_glauca,3,3,262
OTU97_1289,EcM,Quercus_glauca,3,9,262
OTU97_1385,EcM,Quercus_glauca,3,6,262
OTU97_1783,Unknown,Quercus_glauca,3,2,262
OTU97_227,Unknown,Quercus_glauca,3,7,262
OTU97_1237,AM,Quercus_glauca,3,1,262
OTU97_1225,Unknown,Quercus_glauca,3,4,262
OTU97_1267,EcM,Quercus_glauca,3,3,262
OTU97_505,EcM,Quercus_glauca,3,4,262
OTU97_1165,EcM,Quercus_glauca,3,5,262
OTU97_1229,Unknown,Quercus_glauca,3,6,262
OTU97_1395,Unknown,Quercus_glauca,3,3,262
OTU97_695,Unknown,Quercus_glauca,3,3,262
OTU97_539,Unknown,Quercus_glauca,3,2,262
OTU97_1223,EcM,Quercus_glauca,3,3,262
OTU97_1303,Unknown,Quercus_glauca,3,3,262
OTU97_249,EcM,Quercus_glauca,3,2,262
OTU97_1151,EcM,Quercus_glauca,3,3,262
OTU97_2159,EcM,Quercus_glauca,3,5,262
OTU97_5,EcM,Quercus_glauca,3,7,262
OTU97_937,Unknown,Quercus_glauca,3,4,262
OTU97_761,Unknown,Quercus_glauca,3,8,262
OTU97_2293,EcM,Quercus_glauca,3,1,262
OTU97_1915,Unknown,Quercus_glauca,3,2,262
OTU97_2181,Unknown,Quercus_glauca,3,3,262
OTU97_517,Unknown,Quercus_glauca,3,1,262
OTU97_747,Unknown,Quercus_glauca,3,3,262
OTU97_481,Unknown,Quercus_glauca,3,9,262
OTU97_93,Unknown,Quercus_glauca,3,8,262
OTU97_1117,Unknown,Quercus_glauca,3,7,262
OTU97_27,Unknown,Quercus_glauca,3,25,262
OTU97_783,EcM,Quercus_glauca,3,19,262
OTU97_1207,Unknown,Quercus_glauca,3,11,262
OTU97_495,EcM,Quercus_glauca,3,14,262
OTU97_503,EcM,Quercus_glauca,3,23,262
OTU97_939,EcM,Quercus_glauca,3,9,262
OTU97_1389,Unknown,Quercus_glauca,3,8,262
OTU97_1959,Unknown,Quercus_glauca,3,7,262
OTU97_491,EcM,Quercus_glauca,3,47,262
OTU97_1177,EcM,Quercus_glauca,3,28,262
OTU97_651,EcM,Quercus_glauca,3,29,262
OTU97_1401,EcM,Quercus_glauca,3,29,262
OTU97_1449,Unknown,Quercus_glauca,3,37,262
OTU97_447,Unknown,Quercus_glauca,3,48,262
OTU97_1983,Unknown,Quercus_glauca,3,50,262
OTU97_2115,Unknown,Quercus_glauca,3,33,262
OTU97_1011,EcM,Quercus_serrata,3,1,213
OTU97_1167,Unknown,Quercus_serrata,3,1,213
OTU97_1179,Unknown,Quercus_serrata,3,1,213
OTU97_1191,Unknown,Quercus_serrata,3,1,213
OTU97_1197,Unknown,Quercus_serrata,3,1,213
OTU97_1273,Unknown,Quercus_serrata,3,1,213
OTU97_1359,Unknown,Quercus_serrata,3,1,213
OTU97_141,Unknown,Quercus_serrata,3,1,213
OTU97_1593,Unknown,Quercus_serrata,3,1,213
OTU97_1609,Unknown,Quercus_serrata,3,1,213
OTU97_1649,Unknown,Quercus_serrata,3,1,213
OTU97_1665,Unknown,Quercus_serrata,3,1,213
OTU97_1819,Unknown,Quercus_serrata,3,1,213
OTU97_1829,Unknown,Quercus_serrata,3,1,213
OTU97_1849,Unknown,Quercus_serrata,3,1,213
OTU97_1879,Unknown,Quercus_serrata,3,1,213
OTU97_1885,Unknown,Quercus_serrata,3,1,213
OTU97_1927,EcM,Quercus_serrata,3,1,213
OTU97_1943,Unknown,Quercus_serrata,3,1,213
OTU97_1951,Unknown,Quercus_serrata,3,1,213
OTU97_1953,Unknown,Quercus_serrata,3,1,213
OTU97_2009,Unknown,Quercus_serrata,3,1,213
OTU97_2023,Unknown,Quercus_serrata,3,1,213
OTU97_2075,Unknown,Quercus_serrata,3,1,213
OTU97_2097,Unknown,Quercus_serrata,3,1,213
OTU97_2119,Unknown,Quercus_serrata,3,1,213
OTU97_215,EcM,Quercus_serrata,3,1,213
OTU97_2231,Unknown,Quercus_serrata,3,1,213
OTU97_2241,EcM,Quercus_serrata,3,1,213
OTU97_2289,Unknown,Quercus_serrata,3,1,213
OTU97_2295,Unknown,Quercus_serrata,3,1,213
OTU97_2325,Unknown,Quercus_serrata,3,1,213
OTU97_25,Unknown,Quercus_serrata,3,1,213
OTU97_297,Unknown,Quercus_serrata,3,1,213
OTU97_333,Unknown,Quercus_serrata,3,1,213
OTU97_341,EcM,Quercus_serrata,3,1,213
OTU97_353,Unknown,Quercus_serrata,3,1,213
OTU97_383,Unknown,Quercus_serrata,3,1,213
OTU97_423,Unknown,Quercus_serrata,3,1,213
OTU97_515,Unknown,Quercus_serrata,3,1,213
OTU97_55,EcM,Quercus_serrata,3,1,213
OTU97_601,Unknown,Quercus_serrata,3,1,213
OTU97_611,EcM,Quercus_serrata,3,1,213
OTU97_725,Unknown,Quercus_serrata,3,1,213
OTU97_773,Unknown,Quercus_serrata,3,1,213
OTU97_775,Unknown,Quercus_serrata,3,1,213
OTU97_851,Unknown,Quercus_serrata,3,1,213
OTU97_895,Unknown,Quercus_serrata,3,1,213
OTU97_925,Unknown,Quercus_serrata,3,1,213
OTU97_99,Unknown,Quercus_serrata,3,1,213
OTU97_1071,Unknown,Quercus_serrata,3,1,213
OTU97_115,Unknown,Quercus_serrata,3,1,213
OTU97_1349,Unknown,Quercus_serrata,3,1,213
OTU97_1371,EcM,Quercus_serrata,3,1,213
OTU97_1393,EcM,Quercus_serrata,3,2,213
OTU97_1581,Unknown,Quercus_serrata,3,1,213
OTU97_1631,EcM,Quercus_serrata,3,2,213
OTU97_1635,Unknown,Quercus_serrata,3,2,213
OTU97_2027,Unknown,Quercus_serrata,3,1,213
OTU97_217,EcM,Quercus_serrata,3,1,213
OTU97_315,EcM,Quercus_serrata,3,2,213
OTU97_471,Unknown,Quercus_serrata,3,1,213
OTU97_653,EcM,Quercus_serrata,3,1,213
OTU97_681,Unknown,Quercus_serrata,3,1,213
OTU97_819,Unknown,Quercus_serrata,3,1,213
OTU97_837,Unknown,Quercus_serrata,3,2,213
OTU97_891,EcM,Quercus_serrata,3,1,213
OTU97_961,Unknown,Quercus_serrata,3,1,213
OTU97_1163,Unknown,Quercus_serrata,3,2,213
OTU97_1209,Unknown,Quercus_serrata,3,1,213
OTU97_1245,Unknown,Quercus_serrata,3,2,213
OTU97_1251,EcM,Quercus_serrata,3,2,213
OTU97_1261,EcM,Quercus_serrata,3,3,213
OTU97_1281,EcM,Quercus_serrata,3,2,213
OTU97_1313,EcM,Quercus_serrata,3,1,213
OTU97_1407,EcM,Quercus_serrata,3,2,213
OTU97_1419,EcM,Quercus_serrata,3,2,213
OTU97_1431,Unknown,Quercus_serrata,3,2,213
OTU97_1621,Unknown,Quercus_serrata,3,1,213
OTU97_181,Unknown,Quercus_serrata,3,1,213
OTU97_2041,Unknown,Quercus_serrata,3,2,213
OTU97_2359,Unknown,Quercus_serrata,3,1,213
OTU97_553,Unknown,Quercus_serrata,3,1,213
OTU97_691,EcM,Quercus_serrata,3,1,213
OTU97_791,Unknown,Quercus_serrata,3,3,213
OTU97_881,Unknown,Quercus_serrata,3,2,213
OTU97_1269,EcM,Quercus_serrata,3,2,213
OTU97_1275,Unknown,Quercus_serrata,3,2,213
OTU97_1319,EcM,Quercus_serrata,3,3,213
OTU97_1365,Unknown,Quercus_serrata,3,2,213
OTU97_1397,Unknown,Quercus_serrata,3,1,213
OTU97_1413,Unknown,Quercus_serrata,3,2,213
OTU97_403,EcM,Quercus_serrata,3,4,213
OTU97_493,Unknown,Quercus_serrata,3,2,213
OTU97_643,Unknown,Quercus_serrata,3,2,213
OTU97_655,Unknown,Quercus_serrata,3,2,213
OTU97_1241,EcM,Quercus_serrata,3,3,213
OTU97_1287,EcM,Quercus_serrata,3,1,213
OTU97_1311,EcM,Quercus_serrata,3,3,213
OTU97_137,Unknown,Quercus_serrata,3,1,213
OTU97_2271,Unknown,Quercus_serrata,3,4,213
OTU97_483,EcM,Quercus_serrata,3,3,213
OTU97_1153,Unknown,Quercus_serrata,3,1,213
OTU97_1231,Unknown,Quercus_serrata,3,1,213
OTU97_1337,Unknown,Quercus_serrata,3,6,213
OTU97_2005,Unknown,Quercus_serrata,3,1,213
OTU97_853,Unknown,Quercus_serrata,3,1,213
OTU97_1155,EcM,Quercus_serrata,3,1,213
OTU97_1171,EcM,Quercus_serrata,3,1,213
OTU97_1343,EcM,Quercus_serrata,3,4,213
OTU97_1199,Unknown,Quercus_serrata,3,2,213
OTU97_1323,EcM,Quercus_serrata,3,6,213
OTU97_1369,Unknown,Quercus_serrata,3,1,213
OTU97_767,EcM,Quercus_serrata,3,4,213
OTU97_1299,Unknown,Quercus_serrata,3,2,213
OTU97_2249,EcM,Quercus_serrata,3,2,213
OTU97_1243,EcM,Quercus_serrata,3,5,213
OTU97_1379,Unknown,Quercus_serrata,3,2,213
OTU97_1211,Unknown,Quercus_serrata,3,6,213
OTU97_1289,EcM,Quercus_serrata,3,2,213
OTU97_1385,EcM,Quercus_serrata,3,3,213
OTU97_227,Unknown,Quercus_serrata,3,4,213
OTU97_1237,AM,Quercus_serrata,3,1,213
OTU97_1225,Unknown,Quercus_serrata,3,8,213
OTU97_1267,EcM,Quercus_serrata,3,1,213
OTU97_2137,Unknown,Quercus_serrata,3,9,213
OTU97_505,EcM,Quercus_serrata,3,8,213
OTU97_1165,EcM,Quercus_serrata,3,6,213
OTU97_1229,Unknown,Quercus_serrata,3,2,213
OTU97_1253,Unknown,Quercus_serrata,3,1,213
OTU97_1395,Unknown,Quercus_serrata,3,5,213
OTU97_695,Unknown,Quercus_serrata,3,6,213
OTU97_539,Unknown,Quercus_serrata,3,3,213
OTU97_1223,EcM,Quercus_serrata,3,8,213
OTU97_1303,Unknown,Quercus_serrata,3,3,213
OTU97_249,EcM,Quercus_serrata,3,10,213
OTU97_1151,EcM,Quercus_serrata,3,4,213
OTU97_1265,Unknown,Quercus_serrata,3,2,213
OTU97_2159,EcM,Quercus_serrata,3,5,213
OTU97_5,EcM,Quercus_serrata,3,4,213
OTU97_937,Unknown,Quercus_serrata,3,4,213
OTU97_761,Unknown,Quercus_serrata,3,11,213
OTU97_2293,EcM,Quercus_serrata,3,20,213
OTU97_1915,Unknown,Quercus_serrata,3,3,213
OTU97_2181,Unknown,Quercus_serrata,3,4,213
OTU97_517,Unknown,Quercus_serrata,3,1,213
OTU97_481,Unknown,Quercus_serrata,3,10,213
OTU97_93,Unknown,Quercus_serrata,3,6,213
OTU97_1117,Unknown,Quercus_serrata,3,7,213
OTU97_27,Unknown,Quercus_serrata,3,14,213
OTU97_783,EcM,Quercus_serrata,3,1,213
OTU97_1207,Unknown,Quercus_serrata,3,6,213
OTU97_495,EcM,Quercus_serrata,3,23,213
OTU97_503,EcM,Quercus_serrata,3,12,213
OTU97_939,EcM,Quercus_serrata,3,12,213
OTU97_1389,Unknown,Quercus_serrata,3,4,213
OTU97_1959,Unknown,Quercus_serrata,3,6,213
OTU97_491,EcM,Quercus_serrata,3,4,213
OTU97_1177,EcM,Quercus_serrata,3,12,213
OTU97_651,EcM,Quercus_serrata,3,29,213
OTU97_1401,EcM,Quercus_serrata,3,14,213
OTU97_1449,Unknown,Quercus_serrata,3,38,213
OTU97_447,Unknown,Quercus_serrata,3,44,213
OTU97_1983,Unknown,Quercus_serrata,3,45,213
OTU97_2115,Unknown,Quercus_serrata,3,24,213
OTU97_853,Unknown,Rhododendron_macrosepalum,2,1,1
OTU97_1223,EcM,Rhododendron_macrosepalum,2,1,1
OTU97_1499,Unknown,Smilax_china,7,1,6
OTU97_2207,Unknown,Smilax_china,7,1,6
OTU97_2243,Unknown,Smilax_china,7,1,6
OTU97_1157,Unknown,Smilax_china,7,2,6
OTU97_279,Unknown,Smilax_china,7,1,6
OTU97_819,Unknown,Smilax_china,7,1,6
OTU97_271,Unknown,Smilax_china,7,1,6
OTU97_2227,Unknown,Smilax_china,7,1,6
OTU97_605,Unknown,Smilax_china,7,1,6
OTU97_1171,EcM,Smilax_china,7,1,6
OTU97_1229,Unknown,Smilax_china,7,1,6
OTU97_1395,Unknown,Smilax_china,7,1,6
OTU97_539,Unknown,Smilax_china,7,1,6
OTU97_93,Unknown,Smilax_china,7,2,6
OTU97_1207,Unknown,Smilax_china,7,1,6
OTU97_939,EcM,Smilax_china,7,1,6
OTU97_1983,Unknown,Smilax_china,7,1,6
OTU97_2115,Unknown,Smilax_china,7,4,6
OTU97_2223,AM,Maleae_sp.,7,1,8
OTU97_2413,EcM,Maleae_sp.,7,1,8
OTU97_435,Unknown,Maleae_sp.,7,1,8
OTU97_795,Unknown,Maleae_sp.,7,1,8
OTU97_829,AM,Maleae_sp.,7,1,8
OTU97_1267,EcM,Maleae_sp.,7,1,8
OTU97_1223,EcM,Maleae_sp.,7,1,8
OTU97_1265,Unknown,Maleae_sp.,7,1,8
OTU97_2181,Unknown,Maleae_sp.,7,1,8
OTU97_93,Unknown,Maleae_sp.,7,1,8
OTU97_1117,Unknown,Maleae_sp.,7,1,8
OTU97_939,EcM,Maleae_sp.,7,1,8
OTU97_1449,Unknown,Maleae_sp.,7,2,8
OTU97_2115,Unknown,Maleae_sp.,7,5,8
OTU97_2181,Unknown,Toxicodendron_sp.,8,1,1
OTU97_57,Unknown,Vaccinium_bracteatum,7,1,2
OTU97_359,Unknown,Vaccinium_bracteatum,7,1,2
OTU97_777,Unknown,Vaccinium_bracteatum,7,1,2
OTU97_939,EcM,Vaccinium_bracteatum,7,2,2
OTU97_1449,Unknown,Vaccinium_bracteatum,7,1,2
OTU97_279,Unknown,Hypnales_sp.,2,1,1
OTU97_271,Unknown,Hypnales_sp.,2,1,1
OTU97_853,Unknown,Hypnales_sp.,2,1,1
OTU97_783,EcM,Hypnales_sp.,2,1,1